# 2022 m. kovo 30 d. 00:40:29 EEST
Accession,Date,Id,Identifiers,Infraspecies,ModificationDate,Organism,Organization,Package,PublicationDate,SampleData.BioSample.Attributes.Attribute:0.attribute_name,SampleData.BioSample.Attributes.Attribute:0.content,SampleData.BioSample.Attributes.Attribute:0.display_name,SampleData.BioSample.Attributes.Attribute:0.harmonized_name,SampleData.BioSample.Attributes.Attribute:1.attribute_name,SampleData.BioSample.Attributes.Attribute:1.content,SampleData.BioSample.Attributes.Attribute:1.display_name,SampleData.BioSample.Attributes.Attribute:1.harmonized_name,SampleData.BioSample.Attributes.Attribute:2.attribute_name,SampleData.BioSample.Attributes.Attribute:2.content,SampleData.BioSample.Attributes.Attribute:2.display_name,SampleData.BioSample.Attributes.Attribute:2.harmonized_name,SampleData.BioSample.Attributes.Attribute:3.attribute_name,SampleData.BioSample.Attributes.Attribute:3.content,SampleData.BioSample.Attributes.Attribute:3.display_name,SampleData.BioSample.Attributes.Attribute:3.harmonized_name,SampleData.BioSample.Attributes.Attribute:4.attribute_name,SampleData.BioSample.Attributes.Attribute:4.content,SampleData.BioSample.Attributes.Attribute:4.display_name,SampleData.BioSample.Attributes.Attribute:4.harmonized_name,SampleData.BioSample.Description.Organism.OrganismName,SampleData.BioSample.Description.Organism.taxonomy_id,SampleData.BioSample.Description.Organism.taxonomy_name,SampleData.BioSample.Description.Title,SampleData.BioSample.Ids.Id:0.content,SampleData.BioSample.Ids.Id:0.db,SampleData.BioSample.Ids.Id:0.is_primary,SampleData.BioSample.Ids.Id:1.content,SampleData.BioSample.Ids.Id:1.db_label,SampleData.BioSample.Links.Link.content,SampleData.BioSample.Links.Link.label,SampleData.BioSample.Links.Link.target,SampleData.BioSample.Links.Link.type,SampleData.BioSample.Models.Model,SampleData.BioSample.Owner.Contacts.Contact.Name.First,SampleData.BioSample.Owner.Contacts.Contact.Name.Last,SampleData.BioSample.Owner.Contacts.Contact.email,SampleData.BioSample.Owner.Name,SampleData.BioSample.Package.content,SampleData.BioSample.Package.display_name,SampleData.BioSample.Status.status,SampleData.BioSample.Status.when,SampleData.BioSample.access,SampleData.BioSample.accession,SampleData.BioSample.id,SampleData.BioSample.last_update,SampleData.BioSample.publication_date,SampleData.BioSample.submission_date,SortKey,SourceSample,Taxonomy,Title
SAMN26589471,2022/03/12,26589471,BioSample: SAMN26589471; Sample name: NMG-F-51,strain: NMG-F-51,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-51,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589471,BioSample,1,NMG-F-51,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.064,public,SAMN26589471,26589471,2022-03-12T13:27:44.034,2022-03-12T00:00:00.000,2022-03-12T05:08:04.063,120220312,BioSample:SAMN26589471,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589467,2022/03/12,26589467,BioSample: SAMN26589467; Sample name: NMG-F-34-2,strain: NMG-F-34-2,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-34-2,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589467,BioSample,1,NMG-F-34-2,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.016,public,SAMN26589467,26589467,2022-03-12T13:27:43.962,2022-03-12T00:00:00.000,2022-03-12T05:08:04.013,120220312,BioSample:SAMN26589467,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589473,2022/03/12,26589473,BioSample: SAMN26589473; Sample name: NMG-F-54,strain: NMG-F-54,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-54,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589473,BioSample,1,NMG-F-54,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.090,public,SAMN26589473,26589473,2022-03-12T13:27:44.071,2022-03-12T00:00:00.000,2022-03-12T05:08:04.090,120220312,BioSample:SAMN26589473,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589472,2022/03/12,26589472,BioSample: SAMN26589472; Sample name: NMG-F-52,strain: NMG-F-52,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-52,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589472,BioSample,1,NMG-F-52,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.077,public,SAMN26589472,26589472,2022-03-12T13:27:44.052,2022-03-12T00:00:00.000,2022-03-12T05:08:04.076,120220312,BioSample:SAMN26589472,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589470,2022/03/12,26589470,BioSample: SAMN26589470; Sample name: NMG-F-49-2,strain: NMG-F-49-2,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-49-2,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589470,BioSample,1,NMG-F-49-2,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.052,public,SAMN26589470,26589470,2022-03-12T13:27:44.016,2022-03-12T00:00:00.000,2022-03-12T05:08:04.050,120220312,BioSample:SAMN26589470,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589469,2022/03/12,26589469,BioSample: SAMN26589469; Sample name: NMG-F-46,strain: NMG-F-46,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-46,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589469,BioSample,1,NMG-F-46,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.040,public,SAMN26589469,26589469,2022-03-12T13:27:43.998,2022-03-12T00:00:00.000,2022-03-12T05:08:04.040,120220312,BioSample:SAMN26589469,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589468,2022/03/12,26589468,BioSample: SAMN26589468; Sample name: NMG-F-36,strain: NMG-F-36,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-36,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589468,BioSample,1,NMG-F-36,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.028,public,SAMN26589468,26589468,2022-03-12T13:27:43.980,2022-03-12T00:00:00.000,2022-03-12T05:08:04.026,120220312,BioSample:SAMN26589468,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589466,2022/03/12,26589466,BioSample: SAMN26589466; Sample name: NMG-F-34-1,strain: NMG-F-34-1,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-34-1,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589466,BioSample,1,NMG-F-34-1,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:04.004,public,SAMN26589466,26589466,2022-03-12T13:27:43.944,2022-03-12T00:00:00.000,2022-03-12T05:08:04.003,120220312,BioSample:SAMN26589466,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589464,2022/03/12,26589464,BioSample: SAMN26589464; Sample name: NMG-F-23,strain: NMG-F-23,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-23,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589464,BioSample,1,NMG-F-23,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.980,public,SAMN26589464,26589464,2022-03-12T13:27:43.902,2022-03-12T00:00:00.000,2022-03-12T05:08:03.980,120220312,BioSample:SAMN26589464,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589465,2022/03/12,26589465,BioSample: SAMN26589465; Sample name: NMG-F-30,strain: NMG-F-30,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-30,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589465,BioSample,1,NMG-F-30,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.992,public,SAMN26589465,26589465,2022-03-12T13:27:43.921,2022-03-12T00:00:00.000,2022-03-12T05:08:03.990,120220312,BioSample:SAMN26589465,40324,Microbe sample from Stenotrophomonas maltophilia
